gsc_impressions,gsc_avg_position,gsc_clicks,reason_code,reason_description,action_rank,content_archetype,operational_workflow,decay_half_life_days,refresh_trigger
3602,21.74069961132704,5,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,379,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
3600,3.4027777777777777,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,380,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3600,24.136111111111113,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,381,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3599,1.621283689913865,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,382,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
3595,28.075660639777468,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,383,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3594,2.7760155815247636,14,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,384,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3594,5.488870339454647,22,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,385,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3594,21.928213689482472,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,386,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3594,2.8452977184195882,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,387,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
3578,2.377864728898826,16,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,388,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
3575,2.4763636363636365,24,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,389,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3573,0.6087321578505458,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,390,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3547,1.1522413307020016,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,391,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
3547,49.49591203834226,3,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,392,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
3545,29.639774330042314,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,393,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3543,31.893875246965848,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,394,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3543,2.5052215636466273,39,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,395,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
3541,42.153346512284664,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,396,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3538,35.8583945732052,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,397,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3535,3.872984441301273,9,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,398,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
3533,3.7930936880837813,15,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,399,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3531,2.970263381478335,13,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,400,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3516,30.794368600682596,6,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,401,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3511,5.616348618627172,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,402,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3507,2.422298260621614,8,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,403,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
3505,0.3486447931526391,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,404,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3503,3.172423636882672,44,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,405,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3502,24.445745288406624,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,406,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3493,2.9593472659604925,42,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,407,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
3492,8.919243986254296,19,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,408,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3474,2.8747841105354057,11,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,409,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3471,4.059636992221262,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,410,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
3463,40.33265954374819,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,411,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
3461,35.63652123663681,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,412,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3461,2.807570066454782,22,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,413,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
3459,3.8898525585429313,50,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,414,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3458,2.7799305957200695,20,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,415,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
3451,5.119385685308607,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,416,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3447,5.322309254424137,9,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,417,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3442,26.85299244625218,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,418,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
3442,36.81929110981987,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,419,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3432,5.203671328671328,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,420,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
3429,30.01691455234762,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,421,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
3428,33.99824970828472,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,422,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
3428,3.396441073512252,36,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,423,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
3428,2.6204784130688448,27,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,424,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
3427,6.269915377881529,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,425,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3424,4.249415887850467,16,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,426,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3423,2.409290096406661,10,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,427,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3422,4.509059029807131,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,428,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3422,1.8983050847457628,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,429,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
3419,7.193623866627669,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,430,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
3418,3.2480983031012287,15,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,431,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
